run_id,date,shift,line_id,machine_id,work_order_id,planned_runtime_min,units_produced,units_defective,defect_rate
RUN-11466,2025-02-28,Night,P2-L3,M-120,WO-1242,480,304,2,0.0075
RUN-11467,2025-02-28,Day,P3-L1,M-121,WO-1120,480,324,10,0.0333
RUN-11468,2025-02-28,Evening,P3-L1,M-123,WO-1445,480,348,13,0.0377
RUN-11469,2025-02-28,Night,P3-L1,M-122,WO-1326,480,307,10,0.0344
RUN-11470,2025-02-28,Day,P3-L2,M-124,WO-1488,480,314,16,0.0511
RUN-11471,2025-02-28,Evening,P3-L2,M-127,WO-1605,480,354,12,0.0364
RUN-11472,2025-02-28,Night,P3-L2,M-127,WO-1640,480,371,2,0.0055
RUN-11473,2025-02-28,Day,P3-L3,M-130,WO-1728,480,367,8,0.0243
RUN-11474,2025-02-28,Evening,P3-L3,M-129,WO-1541,480,294,8,0.0293
RUN-11475,2025-02-28,Night,P3-L3,M-129,WO-1716,480,280,8,0.0309
RUN-11476,2025-03-01,Day,P1-L1,M-103,WO-1134,480,338,0,0.001
RUN-11477,2025-03-01,Evening,P1-L1,M-103,WO-1414,480,307,6,0.0225
RUN-11478,2025-03-01,Night,P1-L1,M-101,WO-1697,480,242,13,0.0544
RUN-11479,2025-03-01,Day,P1-L2,M-106,WO-1628,480,293,15,0.0544
RUN-11480,2025-03-01,Evening,P1-L2,M-106,WO-1805,480,352,10,0.0308
RUN-11481,2025-03-01,Night,P1-L2,M-106,WO-1254,480,283,6,0.0237
RUN-11482,2025-03-01,Day,P1-L3,M-108,WO-1078,480,236,4,0.0187
RUN-11483,2025-03-01,Evening,P1-L3,M-109,WO-1802,480,380,8,0.0211
RUN-11484,2025-03-01,Night,P1-L3,M-107,WO-1117,480,372,17,0.0463
RUN-11485,2025-03-01,Day,P2-L1,M-112,WO-1820,480,267,0,0.001
RUN-11486,2025-03-01,Evening,P2-L1,M-114,WO-1198,480,293,14,0.0488
RUN-11487,2025-03-01,Night,P2-L1,M-111,WO-1271,480,257,7,0.0303
RUN-11488,2025-03-01,Day,P2-L2,M-117,WO-1610,480,430,7,0.0184
RUN-11489,2025-03-01,Evening,P2-L2,M-117,WO-1558,480,278,2,0.0079
RUN-11490,2025-03-01,Night,P2-L2,M-116,WO-1052,480,328,4,0.0143
RUN-11491,2025-03-01,Day,P2-L3,M-119,WO-1135,480,320,9,0.0297
RUN-11492,2025-03-01,Evening,P2-L3,M-119,WO-1703,480,309,10,0.033
RUN-11493,2025-03-01,Night,P2-L3,M-120,WO-1151,480,309,8,0.026
RUN-11494,2025-03-01,Day,P3-L1,M-121,WO-1173,480,257,7,0.0289
RUN-11495,2025-03-01,Evening,P3-L1,M-121,WO-1555,480,222,8,0.038
RUN-11496,2025-03-01,Night,P3-L1,M-121,WO-1201,480,387,8,0.0213
RUN-11497,2025-03-01,Day,P3-L2,M-125,WO-1352,480,307,7,0.0241
RUN-11498,2025-03-01,Evening,P3-L2,M-126,WO-1461,480,358,15,0.0433
RUN-11499,2025-03-01,Night,P3-L2,M-126,WO-1163,480,325,4,0.0149
RUN-11500,2025-03-01,Day,P3-L3,M-131,WO-1180,480,324,4,0.0146
RUN-11501,2025-03-01,Evening,P3-L3,M-130,WO-1458,480,296,7,0.026
RUN-11502,2025-03-01,Night,P3-L3,M-130,WO-1337,480,323,15,0.0484
RUN-11503,2025-03-02,Day,P1-L1,M-103,WO-1150,480,381,11,0.0302
RUN-11504,2025-03-02,Evening,P1-L1,M-103,WO-1067,480,296,6,0.0218
RUN-11505,2025-03-02,Night,P1-L1,M-101,WO-1899,480,289,5,0.0191
RUN-11506,2025-03-02,Day,P1-L2,M-105,WO-1752,480,331,7,0.0227
RUN-11507,2025-03-02,Evening,P1-L2,M-106,WO-1274,480,386,11,0.0306
RUN-11508,2025-03-02,Night,P1-L2,M-104,WO-1286,480,354,9,0.0272
RUN-11509,2025-03-02,Day,P1-L3,M-109,WO-1167,480,270,5,0.0221
RUN-11510,2025-03-02,Evening,P1-L3,M-108,WO-1051,480,263,10,0.041
RUN-11511,2025-03-02,Night,P1-L3,M-110,WO-1747,480,327,7,0.024
RUN-11512,2025-03-02,Day,P2-L1,M-112,WO-1720,480,397,13,0.0344
RUN-11513,2025-03-02,Evening,P2-L1,M-112,WO-1479,480,327,5,0.0169
RUN-11514,2025-03-02,Night,P2-L1,M-112,WO-1049,480,331,3,0.0105
RUN-11515,2025-03-02,Day,P2-L2,M-117,WO-1611,480,343,13,0.0383
RUN-11516,2025-03-02,Evening,P2-L2,M-117,WO-1051,480,289,9,0.0339
RUN-11517,2025-03-02,Night,P2-L2,M-115,WO-1528,480,321,14,0.0446
RUN-11518,2025-03-02,Day,P2-L3,M-120,WO-1526,480,350,9,0.0263
RUN-11519,2025-03-02,Evening,P2-L3,M-120,WO-1632,480,357,4,0.0136
RUN-11520,2025-03-02,Night,P2-L3,M-119,WO-1171,480,238,7,0.0331
RUN-11521,2025-03-02,Day,P3-L1,M-121,WO-1679,480,234,6,0.0272
RUN-11522,2025-03-02,Evening,P3-L1,M-121,WO-1336,480,320,4,0.0148
RUN-11523,2025-03-02,Night,P3-L1,M-121,WO-1611,480,273,2,0.0102
RUN-11524,2025-03-02,Day,P3-L2,M-126,WO-1225,480,352,14,0.0398
RUN-11525,2025-03-02,Evening,P3-L2,M-127,WO-1818,480,294,6,0.0219
RUN-11526,2025-03-02,Night,P3-L2,M-126,WO-1548,480,292,6,0.0237
RUN-11527,2025-03-02,Day,P3-L3,M-129,WO-1743,480,228,8,0.0364
RUN-11528,2025-03-02,Evening,P3-L3,M-129,WO-1821,480,310,3,0.0112
RUN-11529,2025-03-02,Night,P3-L3,M-131,WO-1842,480,299,12,0.0414
RUN-11530,2025-03-03,Day,P1-L1,M-101,WO-1302,480,246,7,0.031
RUN-11531,2025-03-03,Evening,P1-L1,M-101,WO-1453,480,259,7,0.0305
RUN-11532,2025-03-03,Night,P1-L1,M-102,WO-1785,480,279,9,0.0343
RUN-11533,2025-03-03,Day,P1-L2,M-106,WO-1446,480,279,5,0.0194
RUN-11534,2025-03-03,Evening,P1-L2,M-106,WO-1893,480,307,3,0.0111
RUN-11535,2025-03-03,Night,P1-L2,M-105,WO-1691,480,336,6,0.0195
RUN-11536,2025-03-03,Day,P1-L3,M-109,WO-1178,480,284,10,0.0353
RUN-11537,2025-03-03,Evening,P1-L3,M-109,WO-1364,480,375,11,0.0294
RUN-11538,2025-03-03,Night,P1-L3,M-108,WO-1549,480,255,7,0.0311
RUN-11539,2025-03-03,Day,P2-L1,M-112,WO-1869,480,282,5,0.0184
RUN-11540,2025-03-03,Evening,P2-L1,M-112,WO-1056,480,329,10,0.0309
RUN-11541,2025-03-03,Night,P2-L1,M-112,WO-1709,480,265,8,0.0338
RUN-11542,2025-03-03,Day,P2-L2,M-116,WO-1284,480,370,12,0.035
RUN-11543,2025-03-03,Evening,P2-L2,M-117,WO-1282,480,363,9,0.0263
RUN-11544,2025-03-03,Night,P2-L2,M-117,WO-1049,480,240,2,0.0088
RUN-11545,2025-03-03,Day,P2-L3,M-118,WO-1252,480,310,2,0.0074
RUN-11546,2025-03-03,Evening,P2-L3,M-119,WO-1808,480,271,1,0.0068
RUN-11547,2025-03-03,Night,P2-L3,M-120,WO-1636,480,402,19,0.0496
RUN-11548,2025-03-03,Day,P3-L1,M-122,WO-1485,480,330,11,0.035
RUN-11549,2025-03-03,Evening,P3-L1,M-122,WO-1335,480,415,3,0.0085
RUN-11550,2025-03-03,Night,P3-L1,M-123,WO-1676,480,290,8,0.0305
RUN-11551,2025-03-03,Day,P3-L2,M-124,WO-1010,480,276,10,0.0382
RUN-11552,2025-03-03,Evening,P3-L2,M-126,WO-1335,480,251,6,0.0242
RUN-11553,2025-03-03,Night,P3-L2,M-125,WO-1575,480,298,10,0.0365
RUN-11554,2025-03-03,Day,P3-L3,M-130,WO-1068,480,357,18,0.0509
RUN-11555,2025-03-03,Evening,P3-L3,M-129,WO-1002,480,340,0,0.0011
RUN-11556,2025-03-03,Night,P3-L3,M-131,WO-1365,480,273,3,0.013
RUN-11557,2025-03-04,Day,P1-L1,M-101,WO-1405,480,283,3,0.0119
RUN-11558,2025-03-04,Evening,P1-L1,M-103,WO-1262,480,287,10,0.0349
RUN-11559,2025-03-04,Night,P1-L1,M-101,WO-1513,480,242,9,0.0403
RUN-11560,2025-03-04,Day,P1-L2,M-104,WO-1364,480,335,10,0.0327
RUN-11561,2025-03-04,Evening,P1-L2,M-104,WO-1446,480,381,5,0.0152
RUN-11562,2025-03-04,Night,P1-L2,M-104,WO-1048,480,318,4,0.0146
RUN-11563,2025-03-04,Day,P1-L3,M-107,WO-1422,480,306,12,0.0406
RUN-11564,2025-03-04,Evening,P1-L3,M-107,WO-1140,480,301,10,0.0334
RUN-11565,2025-03-04,Night,P1-L3,M-110,WO-1653,480,304,6,0.0202
RUN-11566,2025-03-04,Day,P2-L1,M-113,WO-1414,480,289,8,0.0307
RUN-11567,2025-03-04,Evening,P2-L1,M-113,WO-1373,480,286,7,0.0278
RUN-11568,2025-03-04,Night,P2-L1,M-112,WO-1315,480,287,6,0.0229
RUN-11569,2025-03-04,Day,P2-L2,M-116,WO-1375,480,347,9,0.0271
RUN-11570,2025-03-04,Evening,P2-L2,M-116,WO-1822,480,323,17,0.0531
RUN-11571,2025-03-04,Night,P2-L2,M-115,WO-1195,480,341,8,0.026
RUN-11572,2025-03-04,Day,P2-L3,M-120,WO-1174,480,274,12,0.0441
RUN-11573,2025-03-04,Evening,P2-L3,M-120,WO-1739,480,278,7,0.0274
RUN-11574,2025-03-04,Night,P2-L3,M-120,WO-1225,480,337,14,0.0425
RUN-11575,2025-03-04,Day,P3-L1,M-122,WO-1305,480,265,3,0.0135
RUN-11576,2025-03-04,Evening,P3-L1,M-122,WO-1808,480,269,7,0.0289
RUN-11577,2025-03-04,Night,P3-L1,M-122,WO-1891,480,386,17,0.0448
RUN-11578,2025-03-04,Day,P3-L2,M-124,WO-1402,480,388,2,0.0065
RUN-11579,2025-03-04,Evening,P3-L2,M-127,WO-1672,480,361,10,0.0289
RUN-11580,2025-03-04,Night,P3-L2,M-127,WO-1724,480,291,1,0.0056
RUN-11581,2025-03-04,Day,P3-L3,M-129,WO-1827,480,359,4,0.012
RUN-11582,2025-03-04,Evening,P3-L3,M-129,WO-1886,480,330,9,0.0279
RUN-11583,2025-03-04,Night,P3-L3,M-128,WO-1587,480,364,10,0.0292
RUN-11584,2025-03-05,Day,P1-L1,M-103,WO-1839,480,318,10,0.0338
RUN-11585,2025-03-05,Evening,P1-L1,M-101,WO-1837,480,395,8,0.022
RUN-11586,2025-03-05,Night,P1-L1,M-101,WO-1845,480,386,10,0.026
RUN-11587,2025-03-05,Day,P1-L2,M-104,WO-1618,480,319,7,0.0225
RUN-11588,2025-03-05,Evening,P1-L2,M-106,WO-1850,480,279,7,0.027
RUN-11589,2025-03-05,Night,P1-L2,M-106,WO-1481,480,344,9,0.0268
RUN-11590,2025-03-05,Day,P1-L3,M-109,WO-1379,480,361,3,0.0102
RUN-11591,2025-03-05,Evening,P1-L3,M-109,WO-1177,480,338,12,0.0379
RUN-11592,2025-03-05,Night,P1-L3,M-107,WO-1881,480,300,8,0.0281
RUN-11593,2025-03-05,Day,P2-L1,M-111,WO-1891,480,351,5,0.0156
RUN-11594,2025-03-05,Evening,P2-L1,M-114,WO-1857,480,308,11,0.0376
RUN-11595,2025-03-05,Night,P2-L1,M-112,WO-1677,480,174,7,0.0459
RUN-11596,2025-03-05,Day,P2-L2,M-117,WO-1128,480,220,6,0.0308
RUN-11597,2025-03-05,Evening,P2-L2,M-117,WO-1214,480,307,6,0.02
RUN-11598,2025-03-05,Night,P2-L2,M-117,WO-1818,480,302,8,0.0297
RUN-11599,2025-03-05,Day,P2-L3,M-119,WO-1614,480,334,16,0.0493
RUN-11600,2025-03-05,Evening,P2-L3,M-118,WO-1218,480,267,5,0.0221
RUN-11601,2025-03-05,Night,P2-L3,M-120,WO-1059,480,310,14,0.0473
RUN-11602,2025-03-05,Day,P3-L1,M-123,WO-1055,480,301,9,0.0332
RUN-11603,2025-03-05,Evening,P3-L1,M-122,WO-1699,480,378,9,0.0251
RUN-11604,2025-03-05,Night,P3-L1,M-122,WO-1072,480,357,5,0.014
RUN-11605,2025-03-05,Day,P3-L2,M-127,WO-1061,480,351,9,0.0259
RUN-11606,2025-03-05,Evening,P3-L2,M-125,WO-1098,480,254,7,0.0288
RUN-11607,2025-03-05,Night,P3-L2,M-127,WO-1046,480,309,4,0.0152
RUN-11608,2025-03-05,Day,P3-L3,M-131,WO-1298,480,321,13,0.0413
RUN-11609,2025-03-05,Evening,P3-L3,M-128,WO-1178,480,327,4,0.0123
RUN-11610,2025-03-05,Night,P3-L3,M-129,WO-1217,480,292,5,0.0196
RUN-11611,2025-03-06,Day,P1-L1,M-102,WO-1853,480,357,15,0.0422
RUN-11612,2025-03-06,Evening,P1-L1,M-101,WO-1068,480,277,5,0.0208
RUN-11613,2025-03-06,Night,P1-L1,M-102,WO-1574,480,319,12,0.0402
RUN-11614,2025-03-06,Day,P1-L2,M-106,WO-1522,480,219,4,0.0194
RUN-11615,2025-03-06,Evening,P1-L2,M-104,WO-1327,480,350,10,0.0306
RUN-11616,2025-03-06,Night,P1-L2,M-106,WO-1662,480,324,3,0.0116
RUN-11617,2025-03-06,Day,P1-L3,M-109,WO-1880,480,361,8,0.0248
RUN-11618,2025-03-06,Evening,P1-L3,M-109,WO-1625,480,391,12,0.0311
RUN-11619,2025-03-06,Night,P1-L3,M-109,WO-1581,480,311,1,0.0051
RUN-11620,2025-03-06,Day,P2-L1,M-114,WO-1166,480,396,9,0.0243
RUN-11621,2025-03-06,Evening,P2-L1,M-114,WO-1402,480,272,6,0.0231
RUN-11622,2025-03-06,Night,P2-L1,M-113,WO-1495,480,250,10,0.0432
RUN-11623,2025-03-06,Day,P2-L2,M-116,WO-1145,480,303,1,0.0035
RUN-11624,2025-03-06,Evening,P2-L2,M-115,WO-1228,480,288,10,0.0347
RUN-11625,2025-03-06,Night,P2-L2,M-116,WO-1148,480,291,6,0.0215
RUN-11626,2025-03-06,Day,P2-L3,M-119,WO-1807,480,338,11,0.0327
RUN-11627,2025-03-06,Evening,P2-L3,M-119,WO-1021,480,334,11,0.0359
RUN-11628,2025-03-06,Night,P2-L3,M-118,WO-1803,480,356,12,0.0364
RUN-11629,2025-03-06,Day,P3-L1,M-122,WO-1679,480,249,5,0.0225
RUN-11630,2025-03-06,Evening,P3-L1,M-121,WO-1759,480,355,16,0.0476
RUN-11631,2025-03-06,Night,P3-L1,M-123,WO-1582,480,332,11,0.0341
RUN-11632,2025-03-06,Day,P3-L2,M-126,WO-1430,480,373,4,0.0124
RUN-11633,2025-03-06,Evening,P3-L2,M-127,WO-1416,480,358,8,0.0236
RUN-11634,2025-03-06,Night,P3-L2,M-124,WO-1214,480,322,9,0.029
RUN-11635,2025-03-06,Day,P3-L3,M-128,WO-1126,480,326,9,0.0294
RUN-11636,2025-03-06,Evening,P3-L3,M-131,WO-1648,480,252,4,0.0173
RUN-11637,2025-03-06,Night,P3-L3,M-131,WO-1334,480,332,13,0.0405
RUN-11638,2025-03-07,Day,P1-L1,M-103,WO-1635,480,214,3,0.017
RUN-11639,2025-03-07,Evening,P1-L1,M-102,WO-1421,480,325,1,0.0052
RUN-11640,2025-03-07,Night,P1-L1,M-102,WO-1834,480,294,6,0.0206
RUN-11641,2025-03-07,Day,P1-L2,M-106,WO-1123,480,316,9,0.0285
RUN-11642,2025-03-07,Evening,P1-L2,M-106,WO-1620,480,432,16,0.039
RUN-11643,2025-03-07,Night,P1-L2,M-104,WO-1890,480,312,8,0.0267
RUN-11644,2025-03-07,Day,P1-L3,M-108,WO-1369,480,358,7,0.0216
RUN-11645,2025-03-07,Evening,P1-L3,M-109,WO-1205,480,333,4,0.014
RUN-11646,2025-03-07,Night,P1-L3,M-109,WO-1758,480,309,7,0.0238
RUN-11647,2025-03-07,Day,P2-L1,M-111,WO-1743,480,336,12,0.0367
RUN-11648,2025-03-07,Evening,P2-L1,M-113,WO-1325,480,306,9,0.0327
RUN-11649,2025-03-07,Night,P2-L1,M-113,WO-1763,480,343,3,0.0093
RUN-11650,2025-03-07,Day,P2-L2,M-115,WO-1398,480,282,9,0.0335
RUN-11651,2025-03-07,Evening,P2-L2,M-116,WO-1316,480,372,10,0.0289
RUN-11652,2025-03-07,Night,P2-L2,M-117,WO-1289,480,339,6,0.0191
RUN-11653,2025-03-07,Day,P2-L3,M-120,WO-1800,480,391,0,0.001
RUN-11654,2025-03-07,Evening,P2-L3,M-118,WO-1716,480,289,11,0.0405
RUN-11655,2025-03-07,Night,P2-L3,M-118,WO-1599,480,328,7,0.0214
RUN-11656,2025-03-07,Day,P3-L1,M-123,WO-1854,480,296,10,0.034
RUN-11657,2025-03-07,Evening,P3-L1,M-122,WO-1374,480,380,6,0.0179
RUN-11658,2025-03-07,Night,P3-L1,M-122,WO-1226,480,300,5,0.0181
RUN-11659,2025-03-07,Day,P3-L2,M-127,WO-1752,480,281,10,0.0372
RUN-11660,2025-03-07,Evening,P3-L2,M-124,WO-1686,480,329,11,0.0342
RUN-11661,2025-03-07,Night,P3-L2,M-127,WO-1338,480,320,1,0.0032
RUN-11662,2025-03-07,Day,P3-L3,M-128,WO-1690,480,379,3,0.0094
RUN-11663,2025-03-07,Evening,P3-L3,M-131,WO-1729,480,296,3,0.0132
RUN-11664,2025-03-07,Night,P3-L3,M-128,WO-1603,480,350,6,0.0184
RUN-11665,2025-03-08,Day,P1-L1,M-101,WO-1830,480,296,1,0.0045
RUN-11666,2025-03-08,Evening,P1-L1,M-101,WO-1292,480,390,10,0.0259
RUN-11667,2025-03-08,Night,P1-L1,M-103,WO-1722,480,311,14,0.0467
RUN-11668,2025-03-08,Day,P1-L2,M-104,WO-1157,480,299,7,0.0243
RUN-11669,2025-03-08,Evening,P1-L2,M-104,WO-1466,480,324,14,0.0435
RUN-11670,2025-03-08,Night,P1-L2,M-104,WO-1747,480,280,9,0.0356
RUN-11671,2025-03-08,Day,P1-L3,M-110,WO-1566,480,380,7,0.0205
RUN-11672,2025-03-08,Evening,P1-L3,M-108,WO-1187,480,231,8,0.0363
RUN-11673,2025-03-08,Night,P1-L3,M-107,WO-1542,480,257,6,0.0259
RUN-11674,2025-03-08,Day,P2-L1,M-113,WO-1382,480,343,3,0.0098
RUN-11675,2025-03-08,Evening,P2-L1,M-111,WO-1739,480,316,2,0.0065
RUN-11676,2025-03-08,Night,P2-L1,M-111,WO-1516,480,356,1,0.0041
RUN-11677,2025-03-08,Day,P2-L2,M-116,WO-1761,480,339,17,0.0523
RUN-11678,2025-03-08,Evening,P2-L2,M-116,WO-1170,480,372,12,0.0342
RUN-11679,2025-03-08,Night,P2-L2,M-117,WO-1675,480,218,8,0.0382
RUN-11680,2025-03-08,Day,P2-L3,M-120,WO-1777,480,210,7,0.0376
RUN-11681,2025-03-08,Evening,P2-L3,M-119,WO-1629,480,292,1,0.0042
RUN-11682,2025-03-08,Night,P2-L3,M-120,WO-1365,480,371,9,0.0264
RUN-11683,2025-03-08,Day,P3-L1,M-122,WO-1422,480,364,10,0.0276
RUN-11684,2025-03-08,Evening,P3-L1,M-123,WO-1432,480,322,8,0.0277
RUN-11685,2025-03-08,Night,P3-L1,M-121,WO-1697,480,289,12,0.0419
RUN-11686,2025-03-08,Day,P3-L2,M-127,WO-1236,480,227,3,0.0153
RUN-11687,2025-03-08,Evening,P3-L2,M-125,WO-1804,480,307,5,0.0172
RUN-11688,2025-03-08,Night,P3-L2,M-125,WO-1655,480,339,8,0.0263
RUN-11689,2025-03-08,Day,P3-L3,M-130,WO-1021,480,312,13,0.0448
RUN-11690,2025-03-08,Evening,P3-L3,M-129,WO-1058,480,389,6,0.0158
RUN-11691,2025-03-08,Night,P3-L3,M-130,WO-1206,480,299,4,0.016
RUN-11692,2025-03-09,Day,P1-L1,M-103,WO-1812,480,337,10,0.0298
RUN-11693,2025-03-09,Evening,P1-L1,M-103,WO-1733,480,328,6,0.0199
RUN-11694,2025-03-09,Night,P1-L1,M-102,WO-1403,480,406,10,0.0247
RUN-11695,2025-03-09,Day,P1-L2,M-106,WO-1566,480,292,12,0.0442
RUN-11696,2025-03-09,Evening,P1-L2,M-106,WO-1341,480,331,2,0.008
RUN-11697,2025-03-09,Night,P1-L2,M-106,WO-1555,480,280,3,0.0142
RUN-11698,2025-03-09,Day,P1-L3,M-108,WO-1065,480,293,8,0.028
RUN-11699,2025-03-09,Evening,P1-L3,M-110,WO-1016,480,345,10,0.0317
RUN-11700,2025-03-09,Night,P1-L3,M-109,WO-1789,480,273,7,0.0283
RUN-11701,2025-03-09,Day,P2-L1,M-112,WO-1604,480,262,8,0.0309
RUN-11702,2025-03-09,Evening,P2-L1,M-114,WO-1870,480,314,10,0.0324
RUN-11703,2025-03-09,Night,P2-L1,M-112,WO-1625,480,288,5,0.0203
RUN-11704,2025-03-09,Day,P2-L2,M-116,WO-1051,480,323,19,0.0592
RUN-11705,2025-03-09,Evening,P2-L2,M-116,WO-1122,480,318,8,0.0261
RUN-11706,2025-03-09,Night,P2-L2,M-117,WO-1366,480,377,16,0.0429
RUN-11707,2025-03-09,Day,P2-L3,M-119,WO-1022,480,381,10,0.028
RUN-11708,2025-03-09,Evening,P2-L3,M-120,WO-1443,480,307,8,0.0287
RUN-11709,2025-03-09,Night,P2-L3,M-120,WO-1500,480,346,14,0.0433
RUN-11710,2025-03-09,Day,P3-L1,M-121,WO-1027,480,305,12,0.04
RUN-11711,2025-03-09,Evening,P3-L1,M-123,WO-1757,480,260,7,0.0289
RUN-11712,2025-03-09,Night,P3-L1,M-123,WO-1858,480,266,4,0.0172
RUN-11713,2025-03-09,Day,P3-L2,M-126,WO-1806,480,381,12,0.0327
RUN-11714,2025-03-09,Evening,P3-L2,M-127,WO-1018,480,345,5,0.0164
RUN-11715,2025-03-09,Night,P3-L2,M-127,WO-1572,480,340,8,0.0243
RUN-11716,2025-03-09,Day,P3-L3,M-131,WO-1550,480,258,5,0.0221
RUN-11717,2025-03-09,Evening,P3-L3,M-131,WO-1621,480,344,8,0.0236
RUN-11718,2025-03-09,Night,P3-L3,M-128,WO-1433,480,308,12,0.0411
RUN-11719,2025-03-10,Day,P1-L1,M-103,WO-1237,480,295,4,0.0147
RUN-11720,2025-03-10,Evening,P1-L1,M-103,WO-1265,480,331,6,0.0182
RUN-11721,2025-03-10,Night,P1-L1,M-101,WO-1723,480,262,5,0.0227
RUN-11722,2025-03-10,Day,P1-L2,M-104,WO-1342,480,374,4,0.0109
RUN-11723,2025-03-10,Evening,P1-L2,M-106,WO-1687,480,294,5,0.0193
RUN-11724,2025-03-10,Night,P1-L2,M-106,WO-1113,480,396,15,0.0401
RUN-11725,2025-03-10,Day,P1-L3,M-110,WO-1222,480,307,12,0.0405
RUN-11726,2025-03-10,Evening,P1-L3,M-110,WO-1016,480,327,1,0.006
RUN-11727,2025-03-10,Night,P1-L3,M-107,WO-1578,480,320,11,0.0359
RUN-11728,2025-03-10,Day,P2-L1,M-111,WO-1430,480,384,10,0.0267
RUN-11729,2025-03-10,Evening,P2-L1,M-114,WO-1862,480,344,13,0.0384
RUN-11730,2025-03-10,Night,P2-L1,M-111,WO-1188,480,348,5,0.0158
RUN-11731,2025-03-10,Day,P2-L2,M-117,WO-1085,480,309,4,0.0137
RUN-11732,2025-03-10,Evening,P2-L2,M-116,WO-1103,480,302,7,0.0233
RUN-11733,2025-03-10,Night,P2-L2,M-116,WO-1332,480,324,6,0.0215
RUN-11734,2025-03-10,Day,P2-L3,M-120,WO-1720,480,315,10,0.0328
RUN-11735,2025-03-10,Evening,P2-L3,M-120,WO-1311,480,308,8,0.0286
RUN-11736,2025-03-10,Night,P2-L3,M-118,WO-1572,480,390,4,0.0113
RUN-11737,2025-03-10,Day,P3-L1,M-122,WO-1777,480,380,16,0.0423
RUN-11738,2025-03-10,Evening,P3-L1,M-121,WO-1620,480,313,7,0.0228
RUN-11739,2025-03-10,Night,P3-L1,M-122,WO-1861,480,313,5,0.016
RUN-11740,2025-03-10,Day,P3-L2,M-124,WO-1402,480,273,3,0.0142
RUN-11741,2025-03-10,Evening,P3-L2,M-125,WO-1733,480,285,8,0.0293
RUN-11742,2025-03-10,Night,P3-L2,M-125,WO-1827,480,373,7,0.0202
RUN-11743,2025-03-10,Day,P3-L3,M-130,WO-1523,480,246,10,0.0412
RUN-11744,2025-03-10,Evening,P3-L3,M-129,WO-1747,480,312,10,0.0352
RUN-11745,2025-03-10,Night,P3-L3,M-128,WO-1835,480,349,9,0.0262
RUN-11746,2025-03-11,Day,P1-L1,M-102,WO-1339,480,331,12,0.0364
RUN-11747,2025-03-11,Evening,P1-L1,M-102,WO-1409,480,320,8,0.0254
RUN-11748,2025-03-11,Night,P1-L1,M-102,WO-1692,480,278,8,0.0322
RUN-11749,2025-03-11,Day,P1-L2,M-105,WO-1703,480,238,3,0.0143
RUN-11750,2025-03-11,Evening,P1-L2,M-104,WO-1633,480,372,10,0.0294
RUN-11751,2025-03-11,Night,P1-L2,M-104,WO-1240,480,284,4,0.0141
RUN-11752,2025-03-11,Day,P1-L3,M-108,WO-1069,480,311,0,0.001
RUN-11753,2025-03-11,Evening,P1-L3,M-108,WO-1485,480,264,6,0.025
RUN-11754,2025-03-11,Night,P1-L3,M-107,WO-1287,480,351,8,0.0241
RUN-11755,2025-03-11,Day,P2-L1,M-114,WO-1493,480,314,11,0.0356
RUN-11756,2025-03-11,Evening,P2-L1,M-111,WO-1514,480,289,4,0.0167
RUN-11757,2025-03-11,Night,P2-L1,M-113,WO-1597,480,305,10,0.0352
RUN-11758,2025-03-11,Day,P2-L2,M-117,WO-1486,480,359,12,0.0338
RUN-11759,2025-03-11,Evening,P2-L2,M-117,WO-1123,480,309,10,0.0338
RUN-11760,2025-03-11,Night,P2-L2,M-115,WO-1772,480,309,15,0.0514
RUN-11761,2025-03-11,Day,P2-L3,M-119,WO-1445,480,305,6,0.0205
RUN-11762,2025-03-11,Evening,P2-L3,M-119,WO-1074,480,274,7,0.0266
RUN-11763,2025-03-11,Night,P2-L3,M-118,WO-1717,480,340,12,0.0381
RUN-11764,2025-03-11,Day,P3-L1,M-121,WO-1533,480,362,6,0.0189
RUN-11765,2025-03-11,Evening,P3-L1,M-122,WO-1298,480,272,6,0.0232
RUN-11766,2025-03-11,Night,P3-L1,M-122,WO-1797,480,307,8,0.0283
RUN-11767,2025-03-11,Day,P3-L2,M-127,WO-1411,480,320,12,0.0399
RUN-11768,2025-03-11,Evening,P3-L2,M-126,WO-1685,480,363,5,0.0142
RUN-11769,2025-03-11,Night,P3-L2,M-125,WO-1595,480,368,12,0.0353
RUN-11770,2025-03-11,Day,P3-L3,M-130,WO-1142,480,423,7,0.0181
RUN-11771,2025-03-11,Evening,P3-L3,M-130,WO-1731,480,370,9,0.0247
RUN-11772,2025-03-11,Night,P3-L3,M-128,WO-1805,480,294,9,0.0319
RUN-11773,2025-03-12,Day,P1-L1,M-103,WO-1369,480,286,7,0.0247
RUN-11774,2025-03-12,Evening,P1-L1,M-102,WO-1875,480,342,6,0.0203
RUN-11775,2025-03-12,Night,P1-L1,M-103,WO-1848,480,344,2,0.0074
RUN-11776,2025-03-12,Day,P1-L2,M-106,WO-1239,480,319,17,0.055
RUN-11777,2025-03-12,Evening,P1-L2,M-104,WO-1075,480,361,12,0.0337
RUN-11778,2025-03-12,Night,P1-L2,M-105,WO-1291,480,359,4,0.0136
RUN-11779,2025-03-12,Day,P1-L3,M-109,WO-1173,480,354,9,0.0276
RUN-11780,2025-03-12,Evening,P1-L3,M-109,WO-1564,480,254,3,0.0125
